ticker,sector,undervaluation_score,V_abs,V_rel,quality_bonus_pts,risk_penalty_pts,redflag_pts,sector_relief_pts,pe_ttm,ev_ebitda,pb,ps,fcf_yield,roe_calc,ebitda_margin,net_debt_ebitda,interest_coverage,mkt_cap,ev,price_now,shares_diluted_latest,revenue_ttm,net_income_ttm,ebitda_ttm,equity_latest,debt_total_latest,cash_and_equivalents,current_ratio
NTRS,FINANCE,,3.827285918436291,5.036593031609195,0.6129310344827585,,0.0,0.0,12.2319331587635,,1.9190440503851087,2.9410606134645167,0.4243240727335599,0.15688804259122527,,,,24691380274.280003,26112980274.280003,126.79,194742332.0,8395400000.0,2018600000.0,,12866500000.0,1421600000.0,,
PFG,FINANCE,,3.188328686173835,5.009937739463601,0.647844827586207,,0.0,0.0,11.48409858975988,,1.5836875071176404,0.6923860115434257,,0.13790263944004977,,,,18078268000.0,18366368000.0,79.43,227600000.0,26110100000.0,1574200000.0,,11415300000.0,3947100000.0,3659000000.0,
PGR,FINANCE,,4.710764745160555,6.129542083796811,0.5171811075394506,,0.0,0.0,8.907205565810024,282.446824862759,4.810257085020243,1.1208662410003303,0.213130319721877,0.5400410992516256,0.004035825725512393,,,156833622000.0,159497722000.0,266.86,587700000.0,139921800000.0,17607500000.0,564700000.0,32604000000.0,2664100000.0,,
PNC,FINANCE,,7.428256567228729,7.889112903225807,0.6995157384987893,,0.0,0.0,,309.57103583635137,1.2879538944919888,14.420827988338193,,,0.0837706511175899,,,74195160000.0,134619160000.0,186.42,398000000.0,5145000000.0,,431000000.0,57607000000.0,60424000000.0,,
PRU,FINANCE,,2.05726803541036,3.3139966475095783,0.5760775862068965,,0.0,0.0,7.255873860182371,,1.248934667451442,0.34019381156812795,,0.17212739519979073,,,,38194920000.0,40207920000.0,107.44,355500000.0,112274000000.0,5264000000.0,,30582000000.0,18651000000.0,16638000000.0,
RF,FINANCE,,1.9389400921658986,2.7602370689655173,0.5450431034482758,,0.0,0.0,6.1430303030303035,,1.1403407264545162,,,0.18563162970106076,,,,21285600000.0,-942400000.0,23.52,905000000.0,,3465000000.0,,18666000000.0,5279000000.0,27507000000.0,
RJF,FINANCE,,3.1676641902643534,5.3924209770114935,0.36659482758620693,,0.0,0.0,8.95125442788867,,2.5972438208663022,1.1667562754223313,0.14551056715138364,0.29015417244473446,,,,31839612000.0,22648600000.0,153.37,207600000.0,27289000000.0,3557000000.0,,12259000000.0,3988000.0,9195000000.0,
SCHW,FINANCE,,5.080176399990761,6.9863056752873565,0.42284482758620695,,0.0,0.0,13.680003286230692,,3.36723220966209,4.478925141888802,0.13707638442644118,0.24614264625588966,,,,166513000000.0,170282000000.0,91.24,1825000000.0,37177000000.0,12172000000.0,,49451000000.0,35964000000.0,32195000000.0,
STT,FINANCE,,4.635834550145063,5.630163433908046,0.6808189655172414,,0.0,0.0,9.345484822182037,,1.1355446823158897,1.34514656602464,-0.6387963252689279,0.12150730581902076,,,,31008318640.0,42842318640.0,106.34,291596000.0,23052000000.0,3318000000.0,,27307000000.0,11834000000.0,,
SYF,FINANCE,,2.2088545095457537,3.4560883620689653,0.41702586206896547,,0.0,0.0,6.09786159334126,,1.512594856064181,,,0.2480533270410571,,,,25641507999.999996,22193508000.0,66.74,384200000.0,,4205000000.0,,16952000000.0,16009000000.0,19457000000.0,
TFC,FINANCE,,1.870967741935484,1.84375,,,0.0,0.0,,,0.871720376465145,,,,,,,56522349210.0,97285349210.0,42.99,1314779000.0,,,,64840000000.0,61058000000.0,20295000000.0,
TROW,FINANCE,,2.5526913925718895,3.903397293288839,0.22912118017867575,,0.0,0.0,5.853529959469822,4.679453769704402,2.024028218360873,1.745803895944787,0.20284681692183534,0.3457790824298092,0.31968799771307227,,,21374750000.0,18315850000.0,96.5,221500000.0,12243500000.0,3651600000.0,3914100000.0,10560500000.0,,3058900000.0,
TRV,FINANCE,,3.247709745432347,5.265924329501915,0.45969827586206896,,0.0,0.0,9.138132044609666,,2.0819140185649436,0.7470059440601944,,0.22782708855613523,,,,61453938000.00001,67914938000.00001,267.54,229700000.0,82267000000.0,6725000000.0,,29518000000.0,6461000000.0,,
USB,FINANCE,,2.797345425664169,3.5613625478927204,0.5314655172413794,,0.0,0.0,6.041595344060253,,1.1489631823952602,1.4593756460616085,,0.1901754614408021,,,,70590000000.0,120451000000.0,45.25,1560000000.0,48370000000.0,11684000000.0,,61438000000.0,58113000000.0,8252000000.0,
WFC,FINANCE,,2.4628044766293615,4.253771551724138,0.5178879310344827,,0.0,0.0,7.451687060617184,,1.4572903026320876,,,0.19556515065346666,,,,263931304000.0,628163304000.0,80.12,3294200000.0,,35419000000.0,,181111000000.0,364232000000.0,,
WRB,FINANCE,,4.290296394458292,6.501975574712643,0.3452586206896552,,0.0,0.0,10.432216274572502,,3.162631991243889,1.204346288397572,,0.3031601251358728,,,,29395200060.0,27410671060.0,73.47,400098000.0,24407598000.0,2817733000.0,,9294537000.0,,1984529000.0,
PG,INDUSTRIAL APPLICATIONS AND SERVICES,4.4,5.359434118543994,4.4,0.20966592218418634,0.5963661654135339,0.5,0.4457612352442574,13.324530889017616,10.285090546071679,7.4790568433937725,2.6301859664227294,0.08215632703658082,0.5612998240379466,0.2695060266896255,0.5258061295797145,40.440298507462686,391035008000.0,412103008000.0,159.32,2454400000.0,148672000000.0,29347000000.0,40068000000.0,52284000000.0,30372000000.0,9304000000.0,0.7041987908369849
CHD,INDUSTRIAL APPLICATIONS AND SERVICES,5.0,6.440060598883153,6.2,0.4776530015863738,0.8370586466165413,0.0,0.4457612352442574,22.794197447951642,13.801252204585538,5.407376926053213,2.2687756758563395,0.0576427899665937,0.23722602817670757,0.17326368662802358,0.7069003527336861,10.075060532687651,23758392000.0,25040992000.0,96.11,247200000.0,10471900000.0,1042300000.0,1814400000.0,4393700000.0,2205800000.0,923200000.0,1.8449445639582989
ECL,INDUSTRIAL APPLICATIONS AND SERVICES,6.0,6.985178406294767,8.0,0.31469613634466065,0.8336075187969925,0.0,0.4457612352442574,22.015567579947895,13.24400524037744,8.250611675589841,2.829573088612998,0.039306523993494984,0.3747626149372874,0.22188573993803493,0.4916170544435416,8.50259531054233,76898176000.0,79862676000.0,269.44,285400000.0,27176600000.0,3492900000.0,6030100000.0,9320300000.0,4885400000.0,1920900000.0,1.4415401853926861
VTRS,LIFE SCIENCES,1.0,1.2260694088208879,1.0416666666666667,0.8934624697336562,0.177,0.5,0.25453135035368746,,,0.6783026235509457,0.42583647154642,0.34770592957769014,,-0.09417821106344235,,-5.71420581655481,10561511000.0,24467511000.0,8.93,1182700000.0,24801800000.0,,-5108500000.0,15570500000.0,14472400000.0,566400000.0,1.3702582218857768
DVA,LIFE SCIENCES,1.3,1.621936609577166,1.361190681622088,0.6491434102863822,0.9552631578947368,0.0,0.25453135035368746,8.060933121943945,4.0615408461035205,-30.564281462964615,0.49709941845763295,0.15795808000980174,-3.7916555069487843,0.2081554885192166,1.673425010225662,,11297567050.0,19214114050.0,142.45,79309000.0,22726977000.0,1401521000.0,4730745000.0,-369633000.0,8624964000.0,708417000.0,1.3934795503044104
UHS,LIFE SCIENCES,1.5,1.77067227549148,1.5091199309749783,0.45337208816899055,0.9067781954887218,0.0,0.25453135035368746,5.521229674305046,3.93701964017187,1.688162171865683,0.4166898052528178,0.15685732958232887,0.3057583675104352,0.14599983813932552,1.0829767140750837,10.495466397510304,11867861100.0,16371163100.0,181.15,65514000.0,28481285000.0,2149496000.0,4158263000.0,7030048000.0,4640897000.0,137595000.0,1.2904144931251567
DOW,LIFE SCIENCES,2.5,2.425859132730124,1.8903508771929822,0.793891938715872,1.293609022556391,0.5,0.25453135035368746,,9.138413445378152,1.0883370669142824,0.2546976870526559,,-0.06470895479078405,0.04848633011449293,3.8854341736694678,,18753136000.0,32624136000.0,26.48,708200000.0,73629000000.0,-1115000000.0,3570000000.0,17231000000.0,16270000000.0,2399000000.0,1.6891092885752432
CF,LIFE SCIENCES,2.6,2.9804611113707966,2.561556298533218,0.20048426150121063,0.8163112781954887,0.0,0.25453135035368746,,5.3966960979777845,3.075317348377997,1.3251258899114429,0.2289226092198024,,0.3048272269491231,1.0495585303332384,15.959090909090909,15262800000.0,18947800000.0,92.0,165900000.0,11518000000.0,,3511000000.0,4963000000.0,3972000000.0,287000000.0,3.2240963855421687
ZBH,LIFE SCIENCES,2.7,3.188892119557054,2.693960310612597,0.4953940364865993,1.0432330827067666,0.0,0.25453135035368746,13.606289355322337,6.960832526621491,1.449164870259481,1.331855270688719,0.12863902893482873,0.10650698602794412,0.2652954902334864,1.9405614714424009,,18150790000.0,25166890000.0,91.21,199000000.0,13628200000.0,1334000000.0,3615500000.0,12525000000.0,7573000000.0,556900000.0,1.8721615113909984
IFF,LIFE SCIENCES,2.8,4.0572027793665475,3.963114754098361,0.8463119416381397,0.15539999999999998,0.5,0.25453135035368746,,,1.307192446542627,0.9448888442816279,0.03064454452753229,-0.03630935851152458,-0.004315752496612636,,-1.542,18828800000.0,24196800000.0,73.55,256000000.0,19927000000.0,-523000000.0,-86000000.0,14404000000.0,6184000000.0,816000000.0,1.8623939679547596
LYB,LIFE SCIENCES,3.0,4.093264793413195,3.7768011216566006,0.7561743341404359,0.7965045112781955,0.0,0.25453135035368746,,7.854282223579719,1.8073658577546394,0.3501247661651078,-0.06857486926173299,,0.053257421716144775,1.2800855222968845,25.77952755905512,21523920000.0,25714920000.0,57.86,372000000.0,61475000000.0,,3274000000.0,11909000000.0,5891000000.0,1700000000.0,1.7738629083920563
BIIB,LIFE SCIENCES,3.1,3.3965760519270605,3.159050905953408,0.6865768765133172,1.4221804511278195,0.0,0.25453135035368746,5.912535862135362,44.43232008154944,1.0448028240898264,1.0604259764478365,0.1996574803600489,0.17670976522626744,0.02823151569568671,6.870540265035678,,18424053000.0,21794053000.0,125.59,146700000.0,17374200000.0,3116100000.0,490500000.0,17634000000.0,6283700000.0,2913700000.0,2.5026541445487953
DGX,LIFE SCIENCES,3.1,3.819986189609717,3.1281837791199307,0.4805742255990649,0.9985917293233082,0.0,0.25453135035368746,12.279606775559587,8.263754255648406,2.8082719977863864,1.1228738175582231,0.08453955746793188,0.228693967902601,0.17873540963655474,1.9814298978644382,13.296875,20298190000.0,26700190000.0,179.63,113000000.0,18077000000.0,1653000000.0,3231000000.0,7228000000.0,6721000000.0,319000000.0,1.0859683794466404
MOS,LIFE SCIENCES,3.1,3.758401593377971,3.3913028472821396,0.7064148993904984,1.1819548872180452,0.0,0.25453135035368746,8.913601841196778,9.490269052980917,0.934369119420989,0.5940092330816303,-0.010207524305268667,0.10482509047044632,0.08626745262038538,2.604598791039469,,11618879999.999998,16013879999.999998,36.48,318500000.0,19560100000.0,1303500000.0,1687400000.0,12435000000.0,4681200000.0,286200000.0,1.1361197273982837
REGN,LIFE SCIENCES,3.1,4.442270180696896,3.8322368421052633,0.42338727352425476,0.369106015037594,0.0,0.25453135035368746,11.075864319582285,9.331189203676551,1.927175013110034,2.4220868630726993,,0.17399770866665107,0.2662689850302669,0.23479796307682604,393.96894409937886,57697500000.0,59186800000.0,525.0,109900000.0,23821400000.0,5209300000.0,6342900000.0,29938900000.0,3485100000.0,1995800000.0,4.5976274884101445
FTV,LIFE SCIENCES,3.4,4.035415097315951,3.4139948231233825,0.5667926024881023,0.6764187969924811,0.5,0.25453135035368746,13.75068480516486,11.404644734865554,1.7232559886728118,1.6882298655343242,0.12049064178356332,0.12532146675528072,0.18845010615711252,2.4461469130238847,-8.587482219061167,17891016000.0,22776216000.0,52.13,343200000.0,10597500000.0,1301100000.0,1997100000.0,10382100000.0,6717900000.0,1832700000.0,0.9833938487825715
GEHC,LIFE SCIENCES,3.4,4.0355350117489746,3.3595394736842104,0.4253668489605076,1.0939849624060152,0.0,0.25453135035368746,10.085473153366953,9.027792865828943,3.500631177924217,1.0022738126824091,,0.34709637561779244,0.1454556174641078,2.137211187677341,,33998129999.999996,44543130000.0,74.07,459000000.0,33921000000.0,3371000000.0,4934000000.0,9712000000.0,14282000000.0,3737000000.0,1.1600328272466147
PPG,LIFE SCIENCES,3.5,4.101813332207247,3.850742018981881,0.3307886991734158,0.888236842105263,0.0,0.25453135035368746,8.536858974358974,5.49195107599193,3.4273624125643396,0.8821633602826279,0.011321136156878601,0.40147815758215655,0.2020517698213194,1.1259246805648957,11.647619047619047,25969125000.0,32666125000.0,113.75,228300000.0,29438000000.0,3042000000.0,5948000000.0,7577000000.0,8258000000.0,1561000000.0,1.4213814647691774
EMN,LIFE SCIENCES,3.7,4.208204339671662,3.798774805867127,0.6157066669449779,1.3105263157894735,0.0,0.25453135035368746,7.1291419196062344,12.825517786561266,1.489361439588689,0.533449389233319,-0.019216553760783132,0.20891173950299916,0.062120189061444966,4.238142292490118,,8690424000.0,12979424000.0,74.66,116400000.0,16291000000.0,1219000000.0,1012000000.0,5835000000.0,5126000000.0,837000000.0,1.6845412651864264
SOLV,LIFE SCIENCES,3.7,4.297828660633752,3.4725539257981013,0.5178362695165735,1.2902255639097744,0.0,0.25453135035368746,14.7139689578714,10.760188087774294,3.6411522633744857,0.9064954579605218,0.0941078963230862,0.2474622770919067,0.13072877535687452,3.8260188087774294,,13272000000.0,20595000000.0,75.84,175000000.0,14641000000.0,902000000.0,1914000000.0,3645000000.0,7815000000.0,492000000.0,1.2244274809160305
BDX,LIFE SCIENCES,4.0,4.8848525042283715,4.427782571182053,0.6782053623611922,1.14267969924812,0.0,0.25453135035368746,18.568845873786408,15.60913439675174,1.9522365440483669,1.3378361380145278,0.10288097032199225,0.10513505025125629,0.11595372612321765,4.071461716937355,11.939058171745152,49727369250.0,67275369250.0,172.25,288693000.0,37170000000.0,2678000000.0,4310000000.0,25472000000.0,18283000000.0,735000000.0,1.1025735294117647
MDT,LIFE SCIENCES,4.0,4.987013974529118,4.202441760138051,0.5197500939300326,0.9902007518796991,0.0,0.25453135035368746,13.256376208441406,12.709356061318537,2.3413414750957853,1.9513142842267845,0.0662661096305415,0.1766200233216725,0.18452701178348924,2.1346750681839555,15.0822695035461,112440583000.0,135138583000.0,87.17,1289900000.0,57623000000.0,8482000000.0,10633000000.0,48024000000.0,24916000000.0,2218000000.0,1.849056603773585
HOLX,LIFE SCIENCES,4.1,5.20642611466014,4.627610008628127,0.5781440469232696,0.9561834586466166,0.0,0.25453135035368746,20.103569172525688,13.401644756682659,3.070438773360867,2.0920769033783118,0.13572226252460506,0.15273102736189983,0.16423013606112197,0.6629540781357094,4.598738476467734,14868599760.0,15642399760.0,65.16,228186000.0,7107100000.0,739600000.0,1167200000.0,4842500000.0,2509000000.0,1735200000.0,3.554701298701299
LH,LIFE SCIENCES,4.2,5.191011012814655,4.636311475409836,0.6654543604408449,1.1197330827067669,0.0,0.25453135035368746,19.81429815113983,11.473300017307027,2.6056736341425992,0.9424866911711343,0.046555046586527184,0.13150471514393286,0.09866676912437085,1.921079958463136,6.227970897332256,22077091000.0,26517091000.0,262.51,84100000.0,23424300000.0,1114200000.0,2311200000.0,8472700000.0,5087300000.0,647300000.0,1.504416961130742
AME,LIFE SCIENCES,4.3,5.726341145819936,5.149935289042278,0.31967442807046836,0.4565481203007519,0.0,0.25453135035368746,17.389569174099886,11.164828744367238,4.032614247518836,3.4339975763203348,0.07315806768061359,0.2318984563185747,0.316294458718099,0.3078646665332876,89.16693141203835,41893506720.0,43081456720.0,180.96,231507000.0,12199632000.0,2409117000.0,3858676000.0,10388672000.0,1807662000.0,619712000.0,1.6333653565684652
TMO,LIFE SCIENCES,4.4,5.583929452340281,4.832648835202761,0.5019456562578275,0.8818759398496241,0.0,0.25453135035368746,16.72456132693147,12.861897056772214,3.0342073170731707,2.0733189037093154,0.057723972536777746,0.1814222363002851,0.19396120234842132,2.1725484725903192,34.22038567493113,153263880000.0,184413880000.0,405.46,378000000.0,73922000000.0,9164000000.0,14338000000.0,50512000000.0,35726000000.0,4576000000.0,1.9330083346438118
MRK,LIFE SCIENCES,4.5,4.729309940058835,4.547312338222605,0.44886109835518084,1.4255639097744361,0.0,0.25453135035368746,6.164438955104057,55.190544398741835,4.074898863102892,1.7951114068372687,0.1379021758600115,0.6610332088257506,0.03716258744402683,6.8862811517057825,,199641520000.0,228102520000.0,79.16,2522000000.0,111214000000.0,32386000000.0,4133000000.0,48993000000.0,36468000000.0,8007000000.0,1.423551100357184
EL,LIFE SCIENCES,4.6,6.291685806170765,6.299863387978142,0.8825665859564165,0.16620000000000001,0.5,0.25453135035368746,,,7.528093143596378,1.126270805914686,0.011960374043513765,,-0.0530308895254316,,-3.595800524934383,29096080000.0,27980980000.0,80.8,360100000.0,25834000000.0,,-1370000000.0,3865000000.0,1065900000.0,2181000000.0,1.3006439742410303
EW,LIFE SCIENCES,4.7,6.322851886607372,6.2671484037963765,0.22821240711363452,0.1906015037593985,0.0,0.25453135035368746,8.891143404107204,16.16999327881707,4.360203977127251,4.6240920199125055,0.028799691620157514,0.49039856618588373,0.2693317242419671,-0.9987677831298308,,45979659000.0,43304859000.0,78.21,587900000.0,9943500000.0,5171400000.0,2678100000.0,10545300000.0,598000000.0,3272800000.0,4.6822809140741795
KEYS,LIFE SCIENCES,4.7,6.389730224065637,6.05602243313201,0.4158705226684479,0.3621022556390977,0.0,0.25453135035368746,18.52608187134503,16.388286384976528,5.205703852473983,3.2035550561797757,0.07298773413244554,0.28099324447690344,0.19146067415730336,-0.3438967136150235,72.65,28511640000.000004,27925640000.000004,163.86,174000000.0,8900000000.0,1539000000.0,1704000000.0,5477000000.0,2532000000.0,3118000000.0,3.386617100371747
RMD,LIFE SCIENCES,4.7,6.157400922854384,5.780129421915444,0.20524651415212491,0.3157894736842105,0.0,0.25453135035368746,15.927594150481552,13.016338252825397,6.3697416443652575,4.281423627203673,0.07743214818228787,0.3999186307853453,0.32424448602433875,-0.18796841002498188,,38013720000.0,37472580000.0,258.0,147340000.0,8878757000.0,2386658000.0,2878888000.0,5967859000.0,668310000.0,1209450000.0,3.4398353481434962
KVUE,LIFE SCIENCES,4.8,5.431963739603617,4.7347886108714405,0.5171646697837522,0.9620300751879698,0.5,0.25453135035368746,18.159437190454753,10.845409276944066,3.7588173345759555,1.4963866730976143,0.054274373445872284,0.2069897483690587,0.16317293065706973,1.6748522055479764,,40332110000.0,47698110000.0,20.93,1927000000.0,26953000000.0,2221000000.0,4398000000.0,10730000000.0,8436000000.0,1070000000.0,0.9776219104876419
STE,LIFE SCIENCES,4.8,6.289540788297699,5.904158757549612,0.5583882128245804,0.6580195488721805,0.0,0.25453135035368746,21.279411263670745,16.3913793326352,3.4114900100618084,2.538620534153779,0.06129051911591163,0.16031881558142877,0.1654689002155081,1.0493994751063362,50.91429699842022,23733736000.0,25357136000.0,240.22,98800000.0,9349068000.0,1115338000.0,1546980000.0,6957000000.0,1903100000.0,279700000.0,2.2208072523203106
TER,LIFE SCIENCES,4.8,6.534439888763304,6.224926660914582,0.3821050242130751,0.3368616541353384,0.0,0.25453135035368746,19.293744138460227,13.45498126398394,5.104486552537076,3.054221322451734,0.0490438946589168,0.26456692469357324,0.22460401311696665,-0.14326785038603423,139.2862213617296,14482964800.0,14330375800.0,89.92,161065000.0,4741950000.0,750656000.0,1065061000.0,2837301000.0,186663000.0,339252000.0,2.3451637505275706
DHR,LIFE SCIENCES,4.9,6.453303641097844,6.1163546160483175,0.5441742506470735,0.6173300751879698,0.0,0.25453135035368746,24.388448979591836,17.552687870497035,2.7173356899912102,3.4948525718217787,0.06728826519235633,0.1114189628157603,0.21557592588041583,1.3409863201094392,115.47692307692307,142209046000.0,153972178000.0,197.54,719900000.0,40691000000.0,5831000000.0,8772000000.0,52334000000.0,17450832000.0,5687700000.0,1.6194051825677267
RVTY,LIFE SCIENCES,4.9,5.895631819592953,5.669167385677308,0.6982359418051265,1.2425120300751882,0.0,0.25453135035368746,49.01075858776592,21.054640040264914,1.5217061134691552,2.397597170492349,0.08679394873403462,0.031048409723023626,0.1358879306785639,3.4107097918623137,5.639644500549742,11498267040.0,13720972040.0,96.72,118882000.0,4795746000.0,234607000.0,651684000.0,7556168000.0,3214554000.0,991849000.0,3.3285745757010123
A,LIFE SCIENCES,5.0,6.19256954549594,5.727635893011216,0.3518971257410036,0.791875939849624,0.0,0.25453135035368746,16.84174650698603,14.70388980263158,5.500466101694915,2.9330720431041972,0.07066486602119175,0.32659713168187743,0.21134961327887372,0.8260690789473685,13.662921348314606,33750860000.0,35759860000.0,118.01,286000000.0,11507000000.0,2004000000.0,2432000000.0,6136000000.0,3495000000.0,1486000000.0,2.091451292246521
VLTO,LIFE SCIENCES,5.0,6.26234383695869,5.681824849007765,0.2373846747933539,0.6992909774436091,0.0,0.25453135035368746,16.825,11.711333333333334,9.512815680361854,2.727199049059866,0.059673105497771176,0.5653976630229929,0.24313810244218717,0.49466666666666664,18.70689655172414,25237500000.0,26350500000.0,100.95,250000000.0,9254000000.0,1500000000.0,2250000000.0,2653000000.0,2672000000.0,1559000000.0,2.316078431372549
BMY,LIFE SCIENCES,5.1,5.233131755746254,5.159296807592752,0.831907771144694,1.4830827067669174,0.5,0.25453135035368746,,122.52303852889668,5.413553771149986,1.1385716181331273,0.22714339763253413,-0.08534556925724118,0.01377596564452701,39.873905429071804,,94385310000.0,139921310000.0,46.29,2039000000.0,82898000000.0,-1488000000.0,1142000000.0,17435000000.0,58135000000.0,12599000000.0,1.2068439407149085
COO,LIFE SCIENCES,5.1,6.2036627694335085,5.923166522864539,0.6289695875427903,1.077318045112782,0.0,0.25453135035368746,29.277173868523448,13.830481102425658,1.7249295961582547,2.0989640287769786,0.029518655650472257,0.058917216665258995,0.18219057407135517,2.3097751631880086,10.55187074829932,14296044000.0,17162244000.0,71.16,200900000.0,6811000000.0,488300000.0,1240900000.0,8287900000.0,2982400000.0,116200000.0,2.099456790123457
ABBV,LIFE SCIENCES,5.2,5.490665877190819,5.231874460742018,0.5549597666360524,1.1819345864661654,0.5,0.25453135035368746,37.59929583904893,13.534728687485003,-51.159288488471496,3.330349520068041,0.07489998134493077,-4.805408802089266,0.29538090802316636,2.259966407294416,5.591857200160449,328918640000.0,394848640000.0,185.62,1772000000.0,98764000000.0,8748000000.0,29173000000.0,-183000000.0,72397000000.0,6467000000.0,0.7358110996554933
ABT,LIFE SCIENCES,5.3,7.0534151524399435,6.840819672131147,0.4678936712031394,0.47785714285714287,0.0,0.25453135035368746,22.91579178691841,16.52521196510684,4.704614546425392,3.2157569284632848,0.04064083133071287,0.20530010877088894,0.19990267113658483,0.43859886394373815,87.97163120567376,237888834539.99997,244374834539.99997,136.01,1749054000.0,73976000000.0,10381000000.0,14788000000.0,50565000000.0,13437000000.0,6951000000.0,1.8206711808914353
BAX,LIFE SCIENCES,5.3,6.159588105856994,5.893421052631579,0.7456870460048426,1.4516571428571425,0.0,0.25453135035368746,52.40377104377105,17.70040549378679,2.1262185792349726,0.8299429424625393,,0.04057377049180328,0.0815336212872607,7.521255722694572,2.28743961352657,15563920000.0,27063920000.0,30.28,514000000.0,18753000000.0,297000000.0,1529000000.0,7320000000.0,13186000000.0,1686000000.0,2.296359305886356
MTD,LIFE SCIENCES,5.3,6.204054207938617,6.219713114754098,0.8660912582449696,1.4661654135338344,0.0,0.25453135035368746,27.335056965281414,300.2962094771264,-51.159288488471496,3.73064415170235,0.0658855965675986,-3.460128365141252,0.013469713605695575,23.33084399787275,,24477368104.96,26539278104.96,1174.72,20836768.0,6561164000.0,895457000.0,88377000.0,-258793000.0,2123735000.0,61825000.0,1.1242840313237425
APD,LIFE SCIENCES,5.4,7.346984289268863,7.227459016393443,0.8589079590047591,0.20399999999999996,0.5,0.25453135035368746,,,4.042784360418342,3.040846299075374,-0.15468179279259228,-0.16279324215607402,-0.09417821106344235,,-23.748413156376227,62814762000.0,64809262000.0,282.06,222700000.0,20657000000.0,-2529400000.0,-4115600000.0,15537500000.0,4318800000.0,2324300000.0,1.291621144634003
GILD,LIFE SCIENCES,5.4,6.539750767428944,6.211169111302847,0.4227790765634133,0.9082601503759398,0.0,0.25453135035368746,26.560623213264723,17.391222843622284,7.083642878926502,2.862674650288602,0.10628314038121435,0.2666971637694419,0.19099069490376516,2.402667240266724,33.98425196850393,139363590000.0,161703590000.0,110.87,1257000000.0,48683000000.0,5247000000.0,9298000000.0,19674000000.0,27752000000.0,5412000000.0,1.3153990526409867
MMM,LIFE SCIENCES,5.5,6.373655110357939,5.839792924935289,0.23052543416548382,1.0682977443609025,0.0,0.25453135035368746,11.631195844447564,11.251734398871783,19.312123076923076,1.9195340237714604,-0.018551821405031185,1.6603729603729604,0.19714557123328932,1.5151016570689857,6.210948905109489,82849008000.0,95741008000.0,152.24,544200000.0,43161000000.0,7123000000.0,8509000000.0,4290000000.0,15065000000.0,2173000000.0,1.7196465163934427
TECH,LIFE SCIENCES,5.5,7.276967553811332,7.280931837791199,0.6350891291642314,0.5476849624060152,0.0,0.25453135035368746,37.86035978548327,26.924103114320804,4.282575249842611,3.9086515849716417,0.06434924045958768,0.11311501723986975,0.14252853443634142,-0.49953945963263563,17.38904363974002,8217439650.0,8067753650.0,51.45,159717000.0,2102372000.0,217046000.0,299648000.0,1918808000.0,12500000.0,162186000.0,3.459217851679566
AMGN,LIFE SCIENCES,5.7,6.254482147212062,5.728515962036238,0.19567034733238708,1.2699248120300752,0.0,0.25453135035368746,15.434005313170532,14.533915393485154,20.335569466882067,2.5604741160117976,0.08305053451244569,1.3175821217016694,0.23521036037563142,3.648025367541078,,151052610000.0,201672610000.0,279.21,541000000.0,58994000000.0,9787000000.0,13876000000.0,7428000000.0,58648000000.0,8028000000.0,1.305626098847431
TRMB,LIFE SCIENCES,5.7,6.0283399537205025,5.768576358930112,0.4866702847123653,1.151503759398496,0.5,0.25453135035368746,10.69266628041715,27.422664678774737,3.2445881753133734,3.0094646555238485,0.05026674372391773,0.30344051616532763,0.12030982470444354,2.4083762537272975,,18455542000.0,20232442000.0,75.98,242900000.0,6132500000.0,1726000000.0,737800000.0,5688100000.0,2042800000.0,265900000.0,0.9364606782368746
CL,LIFE SCIENCES,5.8,6.523635063621233,5.790131578947369,0.2002447399181765,0.7387218045112782,0.5,0.25453135035368746,14.754940191387561,10.860420380470932,59.06419425376987,2.1026984487754987,,3.404725091393553,0.2135632706403773,1.01463349740588,,74010780000.0,81637780000.0,90.9,814200000.0,35198000000.0,5016000000.0,7517000000.0,702000000.0,8842000000.0,1215000000.0,0.8850184501845019
TT,LIFE SCIENCES,5.8,7.203226591695632,6.810854184641933,0.29560016072472234,0.7070323308270678,0.0,0.25453135035368746,20.06239650619541,15.299214261041945,12.607181077838197,2.7562420606128257,0.038783126920969635,0.6283985601593015,0.1858207289166713,0.46641236277351433,16.26056166056166,98767178000.0,101872878000.0,437.41,225800000.0,35834000000.0,4923000000.0,6658700000.0,7834200000.0,4695800000.0,1590100000.0,1.1039665847954936
LIN,LIFE SCIENCES,6.0,6.628743561277458,6.2635202761000865,0.23085653753026633,0.7454887218045112,0.5,0.25453135035368746,19.00627439665472,11.138902570416137,5.782565841360509,3.844098302984276,0.0350447058271866,0.30424509931195637,0.37992992388283825,1.0209885516990733,,222715523380.0,245189523380.0,469.18,474691000.0,57937000000.0,11718000000.0,22012000000.0,38515000000.0,27260000000.0,4786000000.0,0.9261247791219247
VRTX,LIFE SCIENCES,6.2,8.623790079196178,8.917126833477136,0.6693571532938132,0.15845864661654135,0.0,0.25453135035368746,60.422997172478794,47.98291295854135,6.718669725304796,5.894188855801695,-0.011983967532971726,0.11119391688112067,0.11765817580026458,-1.6256547621220625,,115395840000.0,110528640000.0,445.2,259200000.0,19577900000.0,1909800000.0,2303500000.0,17175400000.0,105000000.0,4972200000.0,2.519790257104195
